,stars,text,category,predict
570,4,"One of the very few restaurants in Phoenix that has pleased me. The margaritas are tasty and strong, the tacos are quite delish, and our server Laura was a sweetie pie and attentive. My only complaint: We all thought is was pretty disgusting that there are no doors covering doorways to the bathrooms. Yes, you don't walk directly into the bathroom, but when you are sitting anywhere near the open doorways, which lead to a tiled ""bathroom looking"" area, it can be enough to turn your stomach. Why not cease the opportunity to place another beautiful and creative piece of woodwork? Come on, Mr. Fox.",5959,2
578,4,"Came here for brunch on a Thursday. It wasn't crowded and was only $15 a head. The food wasn't too salty. The creme brûlée had a real brûlée crust versus other  buffets that seem to just sear the top of a custard. 

I'm not one for buffets and really don't expect too much from them, but I would find this place better than all the mediocre buffets on the strip and only second to Wynn and wicked spoon",1632,2
581,4,"Damn, the greeting is a little better than before. 

I haven't been here awhile due to the nasty attitude they be giving me as if they don't want my business. 

Can't deny the fact that their Tapioca is the best in Vegas, but the service can be better. 

When business does so well, they get too comfortable and don't keep up and start to slack off in some levels. 

I stopped going here for a year bc of the terrible service. Only came in bc our friends wanted to dropped in. 

Turned out it's a little better ? Maybe they finally caught on Yelp ? Who knows, just maintain a good service and your sales will increase.",3341,2
586,4,"My husband and I had been to the location in Scottsdale, and were so excited when we saw they were opening one in our neighborhood! The food is great, you can't go wrong. We love the burgers, aps, salads, the mac & cheese is amazing, and we recently tried the hot dogs which were excellent as well. They have a great selection of beer, wine and cocktails. I especially like their Moscow Mule. They have the food/drink/ambiance thing down (love me an open air restaurant), however, being a new location there are noticeably issues with the service. We have been a few times already, and each time the servers themselves are pleasant, however, the service is very slow. Really in every sense, and the kitchen is extra slow.  Also, having been in the business for many years, it irks me when servers do not pick dirty plates before they bring the check, and that has happened each time we have been there. Its not hard--everything off the table that's not being used, offer dessert and/ more drinks, then check. Not here is you check but let me know if you need anything else, and have fun sitting with dirty plates. Hopefully they can get the kinks worked out soon because this is not an issue in Scottsdale, so you know they know how to do it right. I have faith!",465,2
618,4,"So I went back to Bac (surely I didn't make that up).  We sat outside at the end of the night.  We had great service.  We talked to the server/manager.  We even admitted to writing a one-star review.  We talked about it.  The food was delicious and completely contradicted my experience below.

We will go bac, that is for sure.  Tremont needs more food like this price point and style.


My original one-star review:

So we are sitting at Minh Ahn Vietnamese restaurant on Detroit. ""Why?"" you ask.  We had reservations at Bac for 8:30.  We waited and waited after we were seated at a table at Bac. The hostess lit the candle. We waited. 6 minutes went by. Maybe 10. We noticed no one came. No water, no nothing. Other people were seated, tables were cleared  We waited 6 more minutes. 12-16 minutes solid without contact. We left. You should too. Caveat Emptor.",5520,1
621,4,"We have an oversea visitor who comes almost once a month. And back by popular demands of the family, we always got to Omei monthly with a party of 9+ people.  I have lost count of how many giant Alaskan King crab and arms length lobsters we have ever have, BUT ... We have never been disappointed.  The carbs and lobsters are usually presented (still alive) before it goes back to the kitchen.  Truthfully, I feel very much sorry for them. They usually face each other and probably saying ""Dude ... We are so screwed"" (assuming they speak the same language).  After a stunting brief moment they turn into 2-5 variation dishes.  Steamed legs with garlic with vermicelli and green onions, deep fried with garlic and pepper, soup with garlic and etc, steam/fried omelet with garlic, and last but not least, fried rice / noodles with garlic. Yessss usually those two suckers is spread across 5 dishes and yessss with stinky garlic.  Although presentation isn't like the ones you see from other places ... Ya know, one lobster piece stacked on top of each other that everyone and their auntie has it on their Facebook (wait, why do you have your aunt as friends on FB????) nevertheless, it's still very consistency tasty and obviously fresh! (One reason why they present then alive before hand - yes, me don't like :()  the dishes here are extremely authentic.  Prices is ... You know it. Not cheap :) but paying cash will let you save the taxes loll.  The only compliant is that it's a bit dirty by the kitchen, main walk ways, the bar (no one use it), and definitely the kitchen. Sauces, greasy sauces or spilled everywhere and when you are walking into the washroom you'll need to hold onto dear life or else you'll fall face down onto the ground. Just a hint :) oh btw - never gotten sick from this restaurants so it's nice to know the food is clean ;)  

Highlight of the visit:
Quick turn around and food deliveries.  Desserts that for some reasons can last weeks after fridge'ing it at home.

Food (Taste): 5/5
Food (Presentation): 4/5
Kitchen (Delivery Speed): 5/5
Service: 5/5 - probably cuz we pay big bucks
Ambiance: 2/5 - dirty washroom. #1 or 2 before your meal :)
Fun Factor: 4/5 - they let you take pictures and hold the food before cooking them lol",6961,1
624,4,"Hmm, lil miss virgin & just not seeing the hype. VERY good, but not all excited like most reviews.  Disclaimer, was late saturday, so maybe it wasn't 1000% like normal.  Of course out of both ribs that I was anxious to try, but no worry.  Got a sample of turkey, was AMAZING, ended up getting a lil bit.  

Now... the brisket.  Was ok... didn't wet my pants or anything else like most people gush on here.  Maybe my expectations were super high from all the reviews, but didn't taste the hype.  Don't get me wrong, it was VERY good, but I put it in par with Rudy's (which I think is good).  Now... I had a dry part of the brisket & I prefer a lil fat/juice/flavor, so maybe that's where I'm not seeing it.  Not a bbq crazy, just love good smoke.  Would definitely return, but sorry, wouldn't wait an hour or two in august!",5571,2
644,4,"I have no idea who runs this place, but I've never been disappointed.

I used to work in the Galleria Corporate Center, and would come downstairs to visit Conmigo from time to time. 

The smoothies are tasty. Not necessarily the healthiest. I feel like they are packed with sugar.

The salads are nice. When you ask for the dressing on the side, they happily oblige. The chicken is moist, and juicy. Like a nice....piece of chicken.

My only gripe...is the service can be a touch slow. I didn't knock them down any stars for this because it's not their fault for being understaffed. There needs to be another Conmigo in the building. 

All in all....good times, good food.",1419,2
649,4,"A friend raved about this restaurant and wanted to go as she has recently adopted a vegan diet. This restaurant seems to serve some very healthy, fresh food. We were asked if we had any dietary restrictions (e.g., wheat). (No, for me.)

I was pleasantly surprised by the healthy protein burger - nothing like a burger, really, which was just fine as it tasted quite good. (I was a little worried as I like In 'n Out burgers ---but again --this was nothing like a burger ---no need for ketchup or mustard.) Healthy protein burger ingredients: chickpea, red beans, sweet potato, walnuts, chia seed, spaghetti squash, parsley, spinach, and kale and topped with slices of cucumbers and pesto. I skipped the bun. 

For the side dish, I chose the sweet potato and avocado salad with Asian dressing. It was good, too. I was disappointed by a rather bland iced tea of the day - orange ginger. It did not have ginger nor orange flavor and reminded me of Korean barley water, although not quite as good.

My companion also had the healthy protein burger, but chose a side of sweet potato fries, which were quite tasty. 

Our waitress was attentive in the beginning, but seemed preoccupied with paperwork at the end of our meal. She came back and asked how our meal tasted (great! --appreciated the taste of the meal and the check-in). After the meal, we ordered the iced tea. She did not return after dropping that off except to leave the check. We went up to the front to pay after waiting for quite a time with no one returning to the dining room (we were ready to leave just after 2 p.m.) At the register, I asked her what the ingredients were in the ginger orange tea, and she said she would find out. She asked another person beside her, did not say anything to me and then walked a couple feet away and started working on papers. I waited a few minutes (I was standing there at the counter doing nothing) and asked again. She said, oh, I thought she (the other person) was going to find out. She seemed a bit irritated (strange considering this restaurant is supposed to cater to folks that are particular about ingredients in their food), and went into the kitchen. She came out and told me: green tea, orange and ginger. (Maybe I was served the wrong tea, but it had zero ginger zip and no orange flavor...I don't recommend that tea...)",7168,2
665,4,"The food here is amazing! My friends and I, who all lived in Tokyo for a time, met up here for a reunion. We ordered the set menu for $25/person and found it was a great amount of food! They have beers as big as your head! and the cocktails are good if you aren't a beer person. The sexy geisha drink was a table fav! It's a really loud and lively environment so like the other reviews said, don't go if you want to have a quiet conversation or if anyone in your group is hearing impaired. We ended up getting a table on the heated outdoor patio section which worked out really well for our group. It was warm and cosy but it worked!

My only complaint is the server we had at our table. He wasn't personable at all and seemed very keen to get us to leave. He gave us our ""30 minutes left and no more ordering"" talk around 40 minutes before our 2 hours were up and refused to bring my friend a drink when there was still plenty of time left. Then he came and told us that people were waiting for our table. When we told him we still have 10 minutes left he wasn't apologetic at all and was generally a very unpleasant individual. Everyone else working there seemed great so hopefully this person won't be working the next time I go!",4798,2
667,4,"I go here because they offer a gluten free crust and vegan cheese. I usually get the arugula and pear Pizza, as well as the quinoa salad.  Both are delicious. I am subtracting one star because their servers don't always know what Vegan means. Also, the water they serve is absolutely disgusting. I've never tasted anything quite as bad. They say it goes thru a filter but I don't know. It seems so dirty.",5072,1
687,4,"I am somewhat conflicted by Monteray Bay. I want to absolutely love this place, but i honestly can't. 
  My wife and i went there recently celebrating our anniversary. It was a pretty big deal to us. When i made the reservation i noted this and hoped to get a window table. I purposely made the reservation slightly off peak. When we arrived, on time, we had to wait almost 15 minutes to be seated. I was disappointed in the seats we were given. I asked politely if there was a chance we could be seated by a window, and was told that would require at least an hour wait. We sat in such a way that my wife had a decent view. I had virtually no view unless a turned almost sideways.
   Oh well, this happens, and i wasn't going to allow it to taint our celebration. Our server greeted us and reviewed some of their specials, bit dinner and appetizer.  They suggested a combo appetizer that had a small crab cake, 2 shrimp, and a skewer with several small pieces of Tuna and Salmon on it. That sounded like a nice light appetizer to share, so we ordered it. We got our drinks and perused the menu. 
   Obviously their focus is on seafood, and they offered a nice selection on their menu. While we were trying to decide, one of the managers came to our table and greeted us. He wished us a happy anniversary(nice touch), and when my wife asked for some input on her choice, he suggested a particular fish. She decided to order what he suggested.
   We received our appetizer, and it was indeed small. Just enough to take the edge off, and very very tasty. My wife wanted to taste their lobster bisque, but didn't want too much food before the entree, so we agreed to share a bowl. The server actually brought it to us already divided into two separate portions(another nice touch). Awesome. It wasn;t quite as good as a local restaurant that we visit, but it was certainly good. 
   The server had taken our order and we were relaxing and talking and enjoying the night.  Then, the server came to our table and informed my wife that her fish choice was not available. Seriously? The recommendation of the manager was not available? Not cool. SHe made another choice and kept her fingers crossed.
   The entrees actually came out pretty quickly. We had ordered a few side dishes since everything there is ala carte.  The food was delicious. The vegetables were cooked perfectly, and everything was very flavorful. We enjoyed our dinners.
   We had a second round of drinks and finished our dinners. The server informed us that since it was our anniversary, if we wished to share a dessert it would be com0plimentary (yet another nice touch). We have the angelfood cake cheese sandwich which was unique and quite good.
   All in all, it was a very nice dining experience and we enjoyed it. So why not 5 stars? Nothing huge, just some small things that added up.
   First of all, i am no stranger to fine dining, and to the cost of fine dining. That said, Monteray bay crosses the line into slightly overpriced. That little appetizer was $27 (had no idea when we ordered it) The Lobster bisque(which had a few small langostinos) was $15. They charged us $7 for water. 
  With all of the competition for fine dining dollars in the area, i think they may be in trouble down the road if they are not careful. From everything i have read and heard, Altius offers a superior dining experience for around the same money. There are other choices too. certainly MB offers a great dining experience, but I am not it is quite worth the check at the end of the night.",6986,2
724,4,"Very mediocre food but stunning bird's eye view of the city.  The pasta was bland, but you hardly noticed as the sun set and every turn brought a different view of the blushing sky.",1961,2
741,4,"Have heard much about the DCP but until today have not have a chance to visit. When we saw an event that supported small businesses within the park, we made it a point to visit. The GF and I rolled in via Uber and were dropped off at the praying mantis.  We stopped by the yelp desk and I was tickled pink to finally meet Norm K. & Nate M.  After exchanging pleasantries the GF and I were off to explore.

It is absolutely what one can do now a days with a freaking storage container.  I had marveled at the miscellaneous websites I have visited looking at cabin designs using with prefab material.  DCP is no exception. I likened it to a circular, multi-layered fort in the middle of downtown Vegas.  The centerpiece of DCP is a play land for kids that made me want to be eight again.  If it would not have been creepy or I would have ran the risk of getting stuck in some contraption, I would have bounced all over this steel, kiddy wonderland.

There was lot's to do and see.  We saw everything from hotdogs, booze, chocolate, glass, booze, booze, jerky, and an art gallery.  I hope to write reviews on many of shops we stopped in and spent money.

What makes this novel location a four star instead of a five is the tight quarters and a closed rest room.  Depending on where and when you visit, the potential for someone to touch you and breath on you is great.  For the most part everyone was cool, but you do have your selfish idiots out there.

As for the rest room, I stood outside one for almost 10 minutes.  I did not know the layout inside and assumed it could have been meant for a single individual.  Two employees would eventually exit and tell me the restroom was closed.  I told them it would have been helpful if there was a sign.  One of them told the other there should have have been a sign outside.  Whatever.

All in all, the environment and atmosphere is hip.  The businesses are for the most part...friendly.  I did not see you vagrant or doper.  Thank you to the ranger's who are manning the entrances.  

We look forward to checking out the DCP again!",7683,1
766,4,"Call me crazy but when I see a place like this (one that I personally enjoy) with such mediocre reviews I wonder 'What's wrong with everyone?'. I have a policy at home that a restaurant with less than 4 stars should be bypassed or reserved for a day you wont be upset at a 'waste'. I take my food very seriously. So I ventured a little more in to the review section here to see what brought the marks down on this place, and here it is:

1) Price: Yes, it's expensive. Even I feel, at times, it's expensive to an unreasonable degree. It's casual atmosphere, service style, and location doesn't account for the price tag...but then I remember: This is alternative food. There are unique, healthy, exotic and unheard of, things on this menu. This cost money. Quality cost money. If you are a first timer to the health craze, 'detox' community the menu is confusing and unwarranted. Which brings me to my next point. 

2) Intimidation: A ton of low marks came from sheer cluelessness. I won't berate the point, but this is obnoxious. I compare this to visiting a restaurant that serves offal and complaining about all the calf brains on the menu. Newbies, should take this restaurant as a learning experience and not a let down, that someone didn't just throw clique poutine on their plate. 

3) Health Factor: A continuation of the above is the fact that people want poutine. 'These cheese curds didn't taste like cheese curds'. Well, of course they didn't. It's not cheese. Please oh please do not be surprised when things don't taste exactly as you want when this particular thing is not made with any of the same ingredients. If that is too harsh, don't eat here. These alternative foods are tasty, for what they are. The reviewers should know this, and review in context. I'll repeat: Burgers don't taste like burgers, and tacos don't taste like tacos. But Fresh's VERSION of these things is damn good. Please see: Quinoa Onion Rings. 

4) Size and Service: It's beyond me how the same reviewers mentioned (too) large of portions and in the same breath the high price. Second with this complaint is service. A word to the wise, although prices are steep, this isn't fine dining. It's a cafe. Loud, bustling, and semi obnoxious. Know that.

All in all Fresh isn't the most amazing place I've ever been, but it's one of the best doing what they do. And within the context of it all, deserves a little more than three stars.",3169,2
767,4,"This was our second time coming here for breakfast and like the last time, we enjoyed it! We stay at the Trump hotel and this seems like the closest diner. Just a 4 minute walk up Bay and then Richmond. The atmosphere is nice for a diner -sunny and airy feeling with plenty of table space. Chocolate chip pancakes are great! And I love that when I order the toast, it doesn't come smothered in butter. The breakfast potatoes are nice, too. Not too greasy and not too heavily flavored -they border on being bland. Eggs are the worst here, though, unfortunately. They are very small and not cooked enough, even for over easy. They often seem watery and way too runny -almost seem like they're not cooked enough, safety-wise. Coffee is also not that great, here. We often stop at a Starbucks/Timmy's on the way here. Will probably keep coming back though as long as we stay nearby! Convenient, good service and decent breakfast food!",5707,2
777,4,"Not the fanciest looking place. Not by a long shot. Heck, this might even have a ways to go to be one of the worst looking places. But don't let that fool you - if you can find your way there (go to the light past the Hardee's, around the bend and back again), park where you can, and pull up a seat.

There is no tender loving care here. While the staff gets things done, they do not take the time to coddle you, because it's fast and furious like Vin Diesel is coming to town. There is no time for that sort of thing, since they are all business here. That does not mean they are not friendly, just that you may be disappointed if you want to be treated gently is all.

If you're up for a mild adventure, however, this is the place to be - the after those servers come at you, the food is not far behind, and it is generally excellent. To make things even better, it's not pricey. On Sundays you can even get their lunch fajitas for just five bucks. Yep, five bucks. Nice. Just make sure you arrive early, because despite looking like a hole in the wall, and being a slight challenge to find, this place gets busy at times.",4481,1
789,4,"Había visto en algún programa de Travel & Living Channel TLC, un episodio en el que recomiendan los mejores lugares para comer en Las Vegas, así que en cuanto aterrice en esta ciudad, uno de los lugares a visitar en mi lista de ""no te lo puedes perder"", se encontraba este mismo.

La decoración esta super original y desde que cruzas la puerta, te reciben las Enfermeras-Meseras listas para ponerte tu bata de hospital. El lugar es bastante grande y la idea del negocio es que sus productos te pueden provocar un ataque al corazón por el exceso de calorías. Por ejemplo, las malteadas las sirven con un pedacito de mantequilla, eso no lo había visto en ningún lado. Las hamburguesas aunque sin duda no fueron las mejores hamburguesas de mi vida, si tienen un sabor especial y muchas calorías. 

Lo único que no me gusto es que, no te permiten compartir las mega hamburguesas, entonces cada quien tiene que ordenar la propia. Nosotros íbamos con la idea de comprar la mega hamburguesa como con 5 carnes pero para compartirla con toda la familia y no se pudo por que ""no se pueden compartir"". 
Lo gracioso del negocio es que la gente que no se termina la hamburguesa gigante puede ser golpeada por las enfermeras en el trasero :O. Y claro que todo el establecimiento se llena de carcajadas.
Puedes ver gente con obesidad mórbida la cuál si sube una cantidad de peso come gratis, este restaurante esta loquísimo.",1765,1
791,4,"This is what pizza is supposed to be. Thick, chewy, substantial, no-nonsense, DELICIOUS.  The Platonic ideal. 

They have a thin-crust pizza but honestly I've never bothered, nor has anyone else I know. I'm not sure what the point would be. 

They lack one star because every so often the bottom of the crust is burned horribly. Sad!!",6859,1
798,4,"100 reviews for Sonora Mesquite Grill!

I am a fan. Do not expect much ambiance, but do try an assortment of the soft tacos and authentic salsas with their family recipe horchata beverage!

One disappointment, they did not use real shredded cheese on the nachos, they used something similar to a velveeta/cheese whiz.",6628,1
799,4,"GREAT place!

I ordered over the phone and was told my food would be ready in about 20 min. Fast forward 20 min later and I walk into the restaurant to a bag filled with my food, hot and ready to go. HOLY CRAP, he actually kept to his word!

The owner was so friendly and thankful for the business. His appreciation, quality service, AND QUALITY DELICIOUS GOOD FOOD make me want to come back again when I find myself in LV next time.

Kudos!",3620,1
828,4,"My hubby and I ate here before The Cardinal's winning NFC Championship Game.  No surprise that there was an hour and a half to two hour wait.  The big surprise was the complete organization and professionalism of this establishment!  Despite the throngs of customers, all hyped up for the game, the service and food were excellent.  We had to carb load to have energy for the game (ha!) so indulged in the gargantuan Chicken Nachos and the Sliders and Fries.  Our fries were lukewarm-but our server Christian immediately came back from the kitchen with crispy hot fries, before we could blink our eyes.  He was calm, cool and collected amidst all of the gazillion customers.  My only suggestion regarding the food is to season the chicken in the nachos.  It appeared to be steamed and unadorned.  Also serve with a side of salsa.  I sought out a Manager to compliment the restaurant on its efficient handling of the customers during a busy time.  Score a big win for the Cardinals-and The Yard House!",8457,1
842,4,I would've given them 5 stars if their arrangement of ingredients was better. You had to go forwards to get a plate then walk back to start with your meats then forward again to get the rest. In other locations it was continuous and just flows better.,6651,2
843,4,"I would be remiss if I didn't update my review. After this disappointing meal, and lack of response from Teresa, I did call again to simply try to get credit for the food I didn't get. This time I got a man (can't recall his name) who identified himself as a managing partner. I explained my issue and he immediately said he would credit the whole ticket. I told him that was not necessary - just credit for the missing meal would do. He insisted and then also sent me a gift card. So glad I attempted again. Faith restored - we will go to Carrabba's again!",6476,1
865,4,"My first official moroccan!!

Got take out from here this weekend. We ordered two dishes and had a group so pretty good value. Now this rating was hard to exude because one dish was outstanding!! The other was bland and boring beyond words. I ordered the lamb meatballs tangene and the boy got apricot chicken. 

The meatballs were seriously phenomenal!!! The chicken was bland, barely any chicken or veggies and in a sea of couscous that wasn't very flavorful either. I'm still giving this place a four because I literally put the meatball in my mouth and declared it the best thing iv eaten this year! I'm gunna assume with this place anything to do with lamb is going to be more flavorful then anything with chicken.  And mayyybe the chicken dish was just off that day. Would def go back just not for chicken.",4515,2
868,4,"I am a regular here so let's get that bias out of the way. Here are a few tips to help manage expectations:

- call ahead and put your name in the que it will save you from a super long wait when you get there. Make no mistake though, you will likely have to wait 10-15 mins at a minimum. They only have about 4 large tables to accomoddate groups larger than 6.

-they have English language menus, just ask

-skip the shrimp and pork shui mai, I find the ""skin""/exterior too thick on this in comparison to the rest of their offerings

-80% of dishes have pork or meat, like most Chinese restaurants...so don't complain about it being skewed in the carnivore favour

-fried onion cake, steamed dumplings with ""soup"" and Pot stickers are staples here and a must try

Like most Chinese places the service here is not a priority. They will get you what you need but will likely not follow up or try and make small talk. They will expect you to get up and leave shortly after your food is finished. If you want a refill on your thermal tea pot, just open the lid and leave the pot at the edge of the table.",6052,1
892,4,"Very god food, innovative dishes.
No vegetarian choices, no fish dishes.
The noise in the restaurant is unbearable, and the staff did not respond to requests to lower the music. No need for music with a full restaurant and all the the patrons yelling over the noise.",5618,1
893,4,It's a McDonald's.  I have never had an issue with service or food.  Maybe I'm lucky.  4 stars for a Mcdonald s experience.  Only grip I have is the wifi .   It's att.  Any only runs at 0.31 down and .13 up.  Not a typo.  Don't come for a working lunch and expect to get anything done.  Otherwise it's ok by me.,2846,2
897,4,Moved here recently from Chicago but originally from NC.  Never had Jets before but had some friends mention it and then received a Groupon.  We've come back a ton since and honestly I think its because nothing else around offers anything even with the name deep dish in it.  Its insanely cheap for what you get and the ranch has to have some sort of drug in it because its addicting.,6806,1
898,4,"I ate here for brunch on Sunday. The wait wasn't short (around 45 mins) but if you've ever been to Boiling Crab, you won't worry about the line.

$25 for regular brunch/lunch or $30 to add champagne, which isn't bad at all.

I wouldn't recommend eating any carbs here - french toast, waffles, bread, cheese blintz etc. No, not even the banana stuffed french toast. They're all so meh - like i'm sure you could make better ones yourself. The custom omelets were fine but they definitely overdo the cheese. Skip the breakfast sausage - they look delectable but they're so tough and very dry (sad panda). Regular bacon was solid though.

Definitely go for the fish (Bluenose and Salmon) and any of the hand-carved meats (Prime Rib, Hand-Carved Bacon). Don't bother with the Green Curry Duck, though - looks disgusting and no taste whatsoever. Breakfast sausage was terrible and dry. The spicy tuna hand rolls were tasty. Desserts are typical buffet quality with the chocolate eclair being the standout.

Couldn't tell you about the salad - that's what we Asians call, ""a waste of money and stomach space."" if you're going to a buffet, keep your eye on the prize, don't 'rest your stomach' for too long and hold your bread, rice and pasta until the end. Remember, you're there for the meat and seafood (aka: the expensive stuff). Vaya con dios.",207,1
922,4,"Sunday brunch buffet, after an absolutely atrocious visit to the Spice Market Buffet the prior night, which had us a little concerned that all the criticism of Vegas buffets was becoming warranted!  After a wait of around ten fifteen minutes we made it to the promised land!  Unlike Spice Market (once upon a time a Vegas fave of ours), just about all the food looked quite appealing!  How can eggs Benedict from a buffet be so darned good?!  I'm a massive fan of breakfast food, and nothing I had was disappointing.  Wife loves her fruit, and was especially pleased by the watermelon.  It was one of those experiences where you almost wish you were back in Roman orgy days (oops... wrong casino!) so you could go to the vomitorium and then come back for more delectibles!!!  I'm oh so close to giving the buffet 5 stars, but drop one as a result of mediocre coffee, the lack of personalized stations other than for omellettes, and too many limp and rubbery-looking pieces of bacon to wade through to find some crispier gems.  Thanks for restoring our faith in quality Vegas buffets, Bellagio!",207,2
943,4,"Service: poor

We made a reservation yet somehow had to wait 35 minutes because it basically means nothing here. Also had to write out my order for the server because she didn't speak English.

Food: awesome

We had the beef and black bean hofun, eggplant green beans and pork, and the thousand islands shrimp all ranked from best to worst 

Overall great place if you're not in a hurry",2202,2
949,4,One of my favorite places to eat but .......today this server is not very good he is nice enough but i asked for side of extra sauce and 20 min later he asked if i got it another 15 min later still no sauce food is cold i shouldhave ate outside with the bartender i knew ......then with no sauce in hand he boxes my food which i had barley eaten and charged me for the sauce ive never recieved...:(,3994,1
1005,4,"Food is excellent. We sat at the bar for dinner. Big mistake. Service was terrible. Had the only guy behind the bar serving us. And he could have cared less. Will overlook the bad service, cause the place is great.",1140,1
1024,4,"I'ld give 6 stars if possible for each and every appetizer we have had. The tomato soup, caesar salad, beignets, and crab dip are all way more delicious than they have any right to be. However, the stand out is clearly the shrimp canapé - one of the best  appetizers I've ever had. Period. 

The other side of the coin is the at-best mediocre entrees. The first night we had a gift certificate and ordered an absurd amount of food and ended up leaving both the burger and meatloaf largely untouched. On subsequent visits the appetizers were consistently amazing and the variety of entrees just didn't live up to the apps. The blackened tacos were bland and tasteless. The meatloaf was swimming in liquid. The burger bun was overly toothsome and the burger bland. 

Long story short - order appetizers (which there are more than enough of) and you will be happy. Also happy hour is great but the wine is overpriced otherwise. 

Take away = worth it for shrimp canapé if nothing else!",5852,2
33,5,"The only thing I can rate is the frozen custard.. I don't know anything about the other food they serve here.  It started with one scoop of vanilla custard in a dish everyday for a week.  Then, I started to crave it more and got 2 scoops... this stuff is so tasty.  I like vanilla better than chocolate and I am not interested in the flavor of the day.  I have been trying to ""break the habit"" of eating this stuff so finally one day I asked for a nutrition guide... turns out 1 scoop of this bliss has 308 calories (more than haagen daas).. so 2 scoops is equivalent to a one hour run... just to put it in perspective.. If you don't care about calories, this  stuff is sweet bliss in a dish!!!",1715,1
35,5,OMG AMAZING! They expanded their menu and its bomb.com!!! The customer service represents the filipino culture to the fullest...Welcoming and most of all it's genuine! The prices range from $2.99 to $12.99 from an appetizer to a dinner plate...unless you're getting that boat with food that'll feed an entire village it will run you $65 bucks. that's like $6.50 for 10 people...not bad at all!,6149,1
41,5,"I used to work at Palazzo and went to Grand Lux cafe a lot.  I recently went there and was once again blown away by the consistently good food and service.   I usually sit at the bar and have always had great meals there.  

It's strange though, the Grand Lux at The Venetian, which is open 24 hours a day, isn't even close to as good.  I can't figure out why.  Maybe the 24 hour operation drains the spirit out of the workers.  Who knows.

At the Palazzo location, however, If you get the Linguine with Clams and pay an extra three bucks for the shrimp you have a $19.95 plate of pasta that is downright awesome.

The Corn Beef Hash and a Sam Adams is the time tested and purest way to kick any of the previous nights activities out of the loop and make you feel like sunshine.

They've got some version of the Molten Chocolate Cake that is grand.  It's take 20 minutes so be aware.

One word to the wise, their dishwasher leaves some kind of film that affects the taste of the draft beer.  The bartenders are aware of it and try to rinse the glasses before serving, but it slips their mind sometimes.

Other than that, I have nothing but good things to say about this location of Grand Lux.",2999,3
54,5,"Back at Christmas I can in to this location during a particularly busy time, and had to wait a while behind a large order. No big deal right? I didn't think so, shiz happens, I'm not gonna get all butt-hurt cuz I hadta wait a few minutes. At any rate, the cashier apologized and have me a little business card with a coupon to come back later and ""buy one burrito, get one free""

Fast forward to today, I decide I'm gonna get me a burrito, and stop in at this location. Now, I knew that my coupon had expired, but I thought wth, might as well give it a try. I asked the manager, shift lead, whatever, if I can still use the coup and says ""sorry sir (yes...he called me ""sir"") this has been expired for months"" I tell him no problem, and order my food. When I go to pay for my burrito, the guy tells me ""you know what, don't worry about it, you got that coupon because we messed up last time, I'm not gonna charge you...AND imunna comp your drink too""

This is why these guys are the best!!! Pay attention you other quick serve joints. It's called customer service, Chipotle nails it!",6147,1
105,5,"I recently found out that this FAMILY OWNED restaurant has been in AZ for 50 years. Are you kidding?! That is incredible for a restaurant; + it is not a chain. I really am not so shocked though. This place is so consistent. Enough talk about how one pizza place taste like New York. Really, stop it! I am from Brooklyn, NY and there is NO pizza in Arizona that comes close to tasting like New York pizza does. That is not a bad thing either. I'll tell you why. There is not a pizza joint in New York that tastes anything like a Red Devil Pizza. We truly are blessed to have pizza this good and unique in Arizona. Now, it has taken 50 years to open only 5 stores. I think the Bistro is the newest location. Whatever they want to call it is fine, it is still a Red Devil.",5085,2
112,5,"I spent a few years in California where many good Vietnamese restaurants.
After I moved to Pittsburgh, I have tried to find a good Vietnamese restaurant
for Pho, beef noodle soup.
I went to three other restaurants. 
Pho Minh, Vietnam's Pho, Tram's kitchen.
But they met my dissatisfaction.
Taste of Pho was not very bad, but their services were bad.

Finally, I found my best place for Pho in Pittsburgh.
I was so satisfied with the taste of Pho soup and service in Pho Van.
Also I liked the price of Pho. Other three restaurants I went to, I paid around $10.
But I paid $7.50 

I didn't try other dishes but Pho.
If you like Pho, just give it a try.",8401,3
122,5,"This is AMAZING!! Went to Vegas weekend before last and purchased this at 11:30am at the Paris brunch. That was probably the best meal, though I keep going back and forth in my head between there and the Carnival World(Rio) dinner. Besides those 2, we also went to Flavor's(Harrah's) for what was supposed to have been a snack(okay, maybe a little gluttony in order to maximize the use of our 24 hour pass) but turned into 2 plates. I was pleasantly surprised with this one. Then the next morning on our way out, we hit Spice Market(Planet Hollywood) for breakfast/brunch. You can skip that one. I wished we did and went to Rio instead, but unfortunately I let my curiosity get the best of me because I had never been there before. We didn't make it to the others(missing the Imperial Palace was intentional), but 3 of the 4 we did hit were great. I'll also review each one in detail separately, so feel free to read those if interested. Overall this is a great deal and I think you should get it!!",1644,3
